sample_id,iteration,seed,Percentage of burned trees
1,12,249647375358944694274564753236866622738,0.02105755732335049
1,13,134720214519141007124902886403485061224,0.04211511464670098
1,14,172238772120730402211141058121233145074,0.031820308844174076
1,15,185543084288295952169884719775297649384,0.024333177351427236
1,16,277527673042493271079455063651713442664,0.05381375760411792
1,17,313422423134672378728255084064283344492,0.028076743097800654
1,18,217608707306489657852329967626079455696,0.03696771174543753
1,19,308067824611098072256347631360340083953,0.029948525970987367
1,20,202761105397867288286159123599267856866,0.029480580252690687
1,21,148839147674276847988700720967225151527,0.04211511464670098
1,22,33619257667913061720348341050549828035,0.045858680393074405
1,23,278920205321159738177352706836819913518,0.029480580252690687
1,24,86323885842066085730245963327006567568,0.023865231633130556
1,25,271885436161568185813126966404375596916,0.024801123069723912
1,26,223102004988711348512652236692201223262,0.03603182030884417
1,27,183451704179637416535055100497468608899,0.044922788956481045
1,28,150935641463885439868512509750015261558,0.0313523631258774
1,29,337491273538418057666779633081597028039,0.03883949461862424
1,30,338118501649405677306998360061490308868,0.029480580252690687
1,31,128154880589042007152247331073049752170,0.037903603182030884
1,32,274293899688252484429308663830737018895,0.035563874590547495
1,33,263002946320001371031161144913591818370,0.0397753860552176
1,34,34295334058201189755131731884048530974,0.036499766027140855
1,35,219445873949163336734558205070545580592,0.034160037435657466
1,36,2371163982373633601093926140819785603,0.04773046326626111
1,37,3389828341166608944280871432738791998,0.035563874590547495
1,38,44235212604153789554249939925109102983,0.0313523631258774
1,39,100256053218934324020804857468574020766,0.04117922321010763
2,0,159525207586629644404509649640552281133,0.036483516483516484
2,1,38868390934058306271948529605363138262,0.04043956043956044
2,2,95045494063792426649022103972992750291,0.024615384615384615
2,3,168153947753505179110032913049585902481,0.032527472527472526
2,4,111680271520204852812352748231816764631,0.03120879120879121
2,5,304590126570024476449961716399504124144,0.05186813186813187
2,6,78732567067613857808231423238178367329,0.03164835164835165
2,7,167021833518502107821325133346594165468,0.046153846153846156
2,8,7488623620587359070057635394073039311,0.036483516483516484
2,9,283676638675857684259268592969102930436,0.032527472527472526
2,10,117746339560349860082849261521997680397,0.04351648351648352
2,11,40179735565883803840418134760341691102,0.033846153846153845
2,12,177503492569757443616585698852051341287,0.04351648351648352
2,13,79886578438613590020692955816223819829,0.03824175824175824
2,14,233204160191518644573472070586019681254,0.033846153846153845
2,15,314675341369942916729418756006854374370,0.026373626373626374
2,16,110938199995495989912856782455974784567,0.02857142857142857
2,17,165788280673418788220613850533600184529,0.036923076923076927
2,18,90401442275770247347482871202570534445,0.03868131868131868
2,19,69762097043326211045087151744285292022,0.03604395604395604
2,20,201290548123465583153650364638151945774,0.03076923076923077
2,21,148234570299147615616180830417914403898,0.026373626373626374
2,22,49389790972745063841227036108809675949,0.043076923076923075
2,23,44921175121973996031519779270932444826,0.037802197802197804
2,24,92110186097904596300837701225951342539,0.033846153846153845
2,25,299916786876132156301976850001939901309,0.018461538461538463
2,26,132536427390068987103692054919107970436,0.03868131868131868
2,27,99324986760427709136990755471406844218,0.03296703296703297
2,28,232654630753552778926180961294565261562,0.037802197802197804
2,29,256797932382819969977357510556824128544,0.025934065934065935
2,30,3597120982882718089205078807496476716,0.0210989010989011
2,31,254868192221846599728144221199020483849,0.04879120879120879
2,32,307254611892705327394908250174176859876,0.045714285714285714
2,33,138456028525758957565477663226828411650,0.026813186813186812
2,34,84281548818627523832311105861193193874,0.04087912087912088
2,35,234546970595028817639767658763147498345,0.03208791208791209
2,36,44560027591098571742171993119770784044,0.05450549450549451
2,37,230466908941442848496639438471668347668,0.03604395604395604
2,38,327510841799308592940783025475844712480,0.046153846153846156
2,39,269630567818969885847905191901765535346,0.026813186813186812
3,0,92048675818741304507089805239602917001,0.03273932863655201
3,1,45714496960778856274825974870678689869,0.05428926647326979
3,2,317794402775712150156321287564650399672,0.03895565685868214
3,3,256607507135267668267583365386566664191,0.03812681309573145
3,4,331427613246787971574053048929707042677,0.06257770410277663
3,5,247995761626576089675433144883617399240,0.027351844177372565
3,6,62236653395660872564029580978534633251,0.04558640696228761
3,7,250335546048949299009254061335705112284,0.03108164111065064
3,8,232815521852451867192152984666008666627,0.048487360132615
3,9,314752464077282582290618307038268280453,0.04434314131786158
3,10,107716044606262316285211459017764433484,0.03273932863655201
3,11,119938718856905555145093845787104452541,0.03812681309573145
3,12,64054899275629653858882566042322729451,0.03895565685868214
3,13,17670000779921329423068072477028348427,0.02859510982179859
3,14,38536795985133788049411953019813878744,0.038541234977206795
3,15,89780051928102111252284195880937192524,0.035640281806879406
3,16,309081922422969118025676207618880227741,0.045171985080812264
3,17,334912719116365210276678200368465372246,0.05470368835474513
3,18,21040276146570484804096773037369134211,0.035640281806879406
3,19,214516362446880340566982825018857682505,0.04144218814753419
3,20,53360115078949799283095694486963363539,0.03812681309573145
3,21,6535450223708089453964830267097288361,0.05470368835474513
3,22,325782305532714043282513630448326487668,0.03481143804392872
3,23,97563731800245359795922858729302409196,0.03729796933278077
3,24,125042877898110680534386882941670739562,0.023622047244094488
3,25,144525353686972530573586108249108132429,0.03398259428097804
3,26,299621940632572687393929548649420099218,0.04309987567343556
3,27,134405505708630389940576831191084066764,0.029838375466224618
3,28,126752730572940452010714300136789760281,0.03771239121425611
3,29,65566244437669557894112360071202835796,0.04185661002900953
3,30,303033625646930107927519528858126690815,0.042271031910484876
3,31,235419244767872591379953512508214390590,0.03605470368835474
3,32,206801012633756075958903477220476659912,0.050559469539991714
3,33,327610475828526151849969018885620188231,0.04600082884376295
3,34,226031706151751626747191749308667717406,0.038541234977206795
3,35,193734858873468017887872884171908639400,0.06009117281392457
3,36,104114788528571841312471308803801012690,0.03481143804392872
3,37,326456599573313614696531655172385407894,0.04475756319933692
3,38,325846734552140634185585886630735960088,0.033568172399502695
3,39,328330655023231695738581301091125231088,0.03729796933278077
4,0,66053422551017768034008792850978428280,0.04939239513916111
4,1,289426792928476692125406008117424617418,0.052528420227361816
4,2,313588971967282185163500789383213849494,0.047040376323010585
4,3,21152026664397074465839424177149023032,0.0631125049000392
4,4,124584621140713804577128360693821696292,0.05096040768326147
4,5,321545473387285277992061885002377333760,0.03724029792238338
4,6,42883881112978513285095450922315769939,0.031752254018032146
4,7,15413256619241574886229438629370131660,0.05409643277146217
4,8,328757214968032486100594464737870412159,0.04900039200313602
4,9,253596401476473811647072247019210876286,0.03841630733045864
4,10,79507424823758675719045493082587741736,0.029792238337906705
4,11,314114847721567246024805637849146415986,0.04429635437083497
4,12,292624693405242669737286726202458390946,0.032144257154057235
4,13,80840498039255237961810485117177525613,0.04037632301058409
4,14,268955229498445552773334207763127025748,0.04390435123480988
4,15,277289524144599004217587873790129786869,0.07212857702861623
4,16,317059265307149954807818513409869630514,0.047432379459035674
4,17,75681140810828561143696935870933012231,0.04116032928263426
4,18,219741495305185491935347648520384630185,0.04037632301058409
4,19,263256948362077990277808531737839722304,0.029008232065856527
4,20,245809510094047357095504837318733201680,0.04625637005096041
4,21,291373145717930729627063283845074803827,0.027440219521756175
4,22,57362511370661012416724509949322404580,0.04155233241865935
4,23,254015968705745314937961259931098016847,0.04586436691493532
4,24,79415360424282188199168147464023812836,0.03371226969815758
4,25,207906195515430788746971605191141350054,0.05213641709133673
4,26,285590972519329769025694068018710882021,0.047040376323010585
4,27,32416186113310515310741142530650946191,0.03606428851430812
4,28,289782416033765184472610848482734118100,0.05213641709133673
4,29,163279455447285867934265759881587471263,0.04037632301058409
4,30,338281228566195616691014186771903949938,0.03018424147393179
4,31,95649788025189232949004267248118389922,0.025480203841630734
4,32,93278033066959356855203239424124689685,0.03606428851430812
4,33,43611075115467707547710201910229874116,0.05566444531556253
4,34,218179642908999973569134152588743885855,0.04468835750686005
4,35,209515849043970291095861270906741294743,0.04508036064288514
4,36,233891499446704775072443250606368397417,0.053312426499411994
4,37,141923835750745062174974236520242086457,0.06624852998823991
4,38,187984402342336183795309398119091185007,0.04116032928263426
4,39,256672584426974571846515275242235067724,0.051744413955311645
5,0,259901270129671351045417969970138791558,0.04165117143919673
5,1,30291981881188019332849438339106881603,0.04425436965414652
5,2,176846568726229897162026709660700837213,0.04388248419486798
5,3,282696682300231084623390056291991328372,0.06470806991446634
5,4,199482924024562650151808828448287673222,0.03272592041651171
5,5,90226974997826369463256957896126283503,0.05912978802528821
5,6,203314407320241441620448495503351509868,0.04351059873558944
5,7,222387240794655222375674095421756488689,0.050948307921160285
5,8,235143651662496266610251114640061081361,0.06284864261807363
5,9,248342075426708235820166723852812831582,0.0360728895500186
5,10,197692726231751193781044578247447729405,0.0476013387876534
5,11,82142522766377213381201359361226825754,0.056154704351059875
5,12,188703467172564655523625090688002089245,0.034585347712904425
5,13,106120318496800269290552055889496184271,0.04313871327631089
5,14,125903937233417018685510381556139344024,0.04016362960208256
5,15,279587914480153989750851347054906692092,0.05689847526961696
5,16,53518490402820947940836911083603967374,0.0379323168464113
5,17,228258961658741347093926012449020714640,0.03384157679434734
5,18,70773669558898782494033010014222305037,0.050204537002603196
5,19,241451346068760698184571851714871929541,0.03235403495723317
5,20,69367781034434775560138680259278815103,0.05057642246188174
5,21,299521553561205889829874910465737960350,0.03681666046857568
5,22,135567161248566403410275331593578427556,0.05838601710673113
5,23,84137244057521613585374378101828104268,0.031238378579397545
5,24,240091670325291751914847561583763181650,0.04425436965414652
5,25,49054759743544582850068280011198571469,0.0405355150613611
5,26,236544595711638505191519793088478398879,0.06322052807735218
5,27,248854164807940307761357548580333619843,0.0238006693938267
5,28,193586678163987450041866509063665404383,0.06061732986240238
5,29,224762567079833314399917751952921165829,0.06991446634436593
5,30,167052570380950973977886457144213013288,0.03718854592785422
5,31,12345864768128567893523058793931803619,0.05355150613611008
5,32,329772383887223533585604978914257359116,0.06173298624023801
5,33,96196928675123551277796249622712079769,0.05169207883971737
5,34,286422003131456283107394122395997020680,0.04313871327631089
5,35,319710828194034869835194999290976944707,0.030494607660840462
5,36,132163671048350496681983315231119034746,0.0379323168464113
5,37,290836237034746267666689884316390046582,0.05689847526961696
5,38,188624257364935811851939187957316400197,0.039419858683525474
5,39,7250884919065424560515043007858391296,0.03495723317218297
6,0,70230339994029058951932352090492009126,0.06827025114962858
6,1,183651924190928848637205746704729329945,0.04315528829147506
6,2,295607056520682526169391975571137723458,0.04421648390519986
6,3,141136640615676574910180606631562930808,0.05942695436858861
6,4,168408929480235510322859783503808320526,0.03820304209409268
6,5,9021821391308252371186130895963971155,0.047753802617615845
6,6,37077678563045365959958163678755093102,0.04067916519278387
6,7,2593710960366346994618752753763385798,0.06119561372479661
6,8,140757181887844908906769001710616827232,0.0325433321542271
6,9,61334962989058834816259087604094054831,0.0640254686947294
6,10,65743878306913185410342731533660083013,0.05907322249734701
6,11,194431945454021751673571801199000466064,0.07994340290060134
6,12,245960642844811860495700298749943014908,0.06827025114962858
6,13,238360856035295874915127879027829995382,0.026883622214361514
6,14,136126369039192727971145115443884073848,0.042094092677750265
6,15,153117284921381835582630886305249453762,0.07039264237707818
6,16,193400426561701929837098081645797366541,0.04633887513264945
6,17,163507565474179561531858816100166709120,0.07322249734701096
6,18,72819091384439710972692674725599667627,0.05305978068623983
6,19,262273330812948584243439995236066173926,0.05801202688362221
6,20,222914373327038257132003630813682668393,0.049522461973823845
6,21,118686590333948091950885115583057245990,0.04810753448885745
6,22,293842572728193632737363874713702951589,0.048461266360099044
6,23,165797220648164361896591376473388384316,0.07923593915811815
6,24,66724809634532048565341406998675262190,0.0619030774672798
6,25,302926419178561553747574546665891254034,0.04103289706402547
6,26,289913983729451221419256637407899037281,0.0311284046692607
6,27,86486210840214062124913538964184334030,0.055182171913689425
6,28,82631037152567429622432049172914523567,0.0311284046692607
6,29,170102379779096289570099699172567555356,0.04740007074637425
6,30,277830690303702370678614413918421065058,0.04633887513264945
6,31,53770308918278365123479101200645737747,0.06897771489211178
6,32,33060660792236982687043138046845825050,0.04740007074637425
6,33,74707664193111006261603581988460461462,0.050937389458790235
6,34,224703256752552660783588890972304569527,0.09869119207640609
6,35,277546908142396713492578152425938210428,0.05730456314113902
6,36,78475475925631979908895244529011634431,0.048814998231340646
6,37,340243997244808566204231824228836952000,0.058365758754863814
6,38,259357879019648294094130754311063207017,0.038910505836575876
6,39,158023106251451803776225123282622092057,0.050229925716307036
7,0,140469879004853429750834541806066868797,0.05699831365935919
7,1,176619336909101762422505162358248800225,0.05092748735244519
7,2,108345183261747684179108991908986817833,0.050590219224283306
7,3,81751481353335303207967181594412448180,0.05834738617200674
7,4,170809264917652029792356654133039827275,0.04047217537942664
7,5,72595778085888939649350335672492117868,0.06475548060708262
7,6,9431590315137255113420785801004869565,0.02664418212478921
7,7,272832006348922284899350501185709845333,0.044856661045531196
7,8,15563462143091003458308674141280942415,0.04991568296795953
7,9,48386662911763315666668023721496559495,0.04418212478920742
7,10,80988506810502263028501132772274084458,0.06239460370994941
7,11,187487916255317824294075670294617826562,0.058684654300168636
7,12,28298734406393553193092579135517575093,0.040134907251264756
7,13,322888952074152318688045168183624052400,0.04047217537942664
7,14,209953324254230915646247155334575088607,0.07217537942664418
7,15,34398562940409620402633910312185244159,0.06947723440134908
7,16,31237021674298048225438650333614342171,0.05227655986509275
7,17,172190555017634918344410067045238717409,0.05193929173693086
7,18,150240837248013457535397273165973770851,0.040134907251264756
7,19,70253949669784138227306734051147166069,0.08161888701517707
7,20,103999781500038900296477280437500589823,0.047217537942664416
7,21,29022341065604261311401796337373518985,0.03204047217537943
7,22,191182912298206297820059471508271684692,0.05834738617200674
7,23,113256417965545735568695805866665231482,0.0357504215851602
7,24,198042752392967074963571232725636629653,0.059359190556492414
7,25,108246865351038812420989551827015422811,0.07622259696458684
7,26,214595902008942928462931680041022776165,0.030016863406408096
7,27,49779286920919126763111402020100007068,0.05261382799325464
7,28,327620755122796964536349290049998149850,0.06543001686340641
7,29,234709959573167219416923213064656348121,0.044856661045531196
7,30,263830821997549536793087446497709080579,0.053625632377740304
7,31,199908534571186456942785634958200928447,0.07015177065767285
7,32,62077068815468139582607489310891958940,0.03946037099494098
7,33,135072191909465570190009327214452688877,0.08634064080944351
7,34,93259761874256587056548402949703354530,0.06880269814502529
7,35,655178265608491430346681343438699993,0.06037099494097808
7,36,45725272828641595376346336185476965647,0.07824620573355819
7,37,134911863373273217768703206322433434185,0.05396290050590219
7,38,11929695057801018129777811076436917133,0.07183811129848229
7,39,190677613085131184813479697452690449902,0.05801011804384486
8,0,257907416759314818016020006948767788766,0.048340315823396714
8,1,194872742930481908400454850302831611701,0.05510796003867225
8,2,190350247513716980496270063888936101005,0.03802771511440541
8,3,188098514337267664031928993820368788423,0.05252980986142443
8,4,127845542087531364360070677732774623928,0.05381888495004834
8,5,87010864241754290859356946853675261232,0.053496616177892364
8,6,212726418600401799185450989209706947652,0.1282629713180793
8,7,339186478340993386049342304352724824671,0.08411214953271028
8,8,179002095908125048221037392012453904053,0.07154366741862714
8,9,261324169940906175591192790626088137980,0.07831131163390267
8,10,203970484337713162330249990852049073449,0.07960038672252659
8,11,195719422638250444417268874176332947537,0.0705768611021592
8,12,301260049867323703758674339576264196254,0.06703190460844344
8,13,293245204338282007989187368134761238057,0.08024492426683855
8,14,202623549743550916462659129942597491314,0.06638736706413148
8,15,24191734754630985356492188704456526920,0.06896551724137931
8,16,34081470179016440486585387349781450229,0.0705768611021592
8,17,47574265445201222046643384124799950464,0.09184660006445375
8,18,96820713908120143644520522345675926398,0.04221720915243313
8,19,187163383646848085338936391924004801725,0.09313567515307766
8,20,246287539299051297422721252491534171504,0.059619722848855944
8,21,240559306773364983876349798621731638970,0.058330647760232036
8,22,302932334820387062301954039730984162509,0.07573316145665485
8,23,258323468960275096831578209222279717696,0.059297454076699965
8,24,297361771708143167594549839691929719260,0.034482758620689655
8,25,258317293874550807672328269794915452572,0.047695778279084756
8,26,105106392626132216826363517845323651467,0.06928778601353529
8,27,313286200279714878594394104637404963695,0.06928778601353529
8,28,172977118590671301400890725907336783609,0.059297454076699965
8,29,79863937211444861856949018094919803226,0.059297454076699965
8,30,122429453919716289257125426122811313347,0.08153399935546246
8,31,63371428719076550441010620171253760044,0.06735417338059942
8,32,155379080782750773521339692007990876315,0.08894618111504995
8,33,36202278455463202407064774983273076761,0.07541089268449887
8,34,33139356517810851409901290232880214696,0.04672897196261682
8,35,139950129375666815329573526792090663714,0.10634869481147277
8,36,121693556048526491922224770156014496742,0.053174347405736386
8,37,282118571462329769336521632992007402101,0.06380921688688367
8,38,322791612404420641040966755503180096757,0.07508862391234289
8,39,239245144129621049517013776823564358053,0.059619722848855944
9,0,244456089384529699004079883387037373372,0.08176488738043813
9,1,95712826148020896030797895001651373736,0.06386917618019129
9,2,166035611523547028429500659174099093854,0.08701018204257945
9,3,118318363259805276765293330882215391054,0.04689910521443999
9,4,80253447587340035436794439941035389614,0.06664609688367788
9,5,294027380958659677894550629995918290391,0.0521443998765813
9,6,292110469088666754890578528836721474548,0.08053070040111077
9,7,269853833464537634702535788791652680959,0.10521443998765813
9,8,151754009637976705938356175564095647272,0.08176488738043813
9,9,278837100415299666850464399617200062339,0.05954952175254551
9,10,252867279501593919603065595110653777171,0.07065720456649183
9,11,134510219570867438731997825704651167189,0.06818883060783709
9,12,257610324523867835698343874946908539671,0.05708114779389077
9,13,13147648318902715325659968077791637646,0.1005862388151805
9,14,284622096812021771641799635230250325030,0.06479481641468683
9,15,6009827543163689780449206397731775826,0.07651959271829682
9,16,197076973549665162944234067395278521184,0.035791422400493676
9,17,82950392990011196784323479284879675932,0.07960506016661524
9,18,254910443742711937406344417838745633882,0.06201789571120025
9,19,279849543114307270816688364149995687398,0.08731872878741129
9,20,13527396676412110053615388659116127582,0.06201789571120025
9,21,283533984976494526101492802369396683684,0.06479481641468683
9,22,60754944660534014500585543029989409557,0.07898796667695156
9,23,143635500183044032438969913445143005278,0.08269052761493366
9,24,69098958632516492799228378422905809924,0.09904350509102129
9,25,202918561585433836001876377628987002964,0.08053070040111077
9,26,11127539239052612639951467797275726958,0.08546744831842024
9,27,289451769108619666339195573639847439483,0.042270904041962355
9,28,123154051006164021261237032141960043229,0.06572045664918236
9,29,165072129763575451272443825474125394722,0.052761493366244985
9,30,141459383795328209615414721082622093195,0.050910212897253934
9,31,253641873126935552159993482546449564916,0.08083924714594261
9,32,69847329700274326354526748052012443121,0.09719222462203024
9,33,75235623540658362022164630350177705194,0.04165381055229867
9,34,264739134479959763058104021188115694087,0.0697315643319963
9,35,171070648358312361649756273538569749690,0.06232644245603209
9,36,12259388814445133989186357639132844798,0.06942301758716446
9,37,102258394602866426897077061078929264256,0.09595803764270287
9,38,309756800945655777680672089716918043754,0.06633755013884604
9,39,113320230589566649653216163979187259987,0.08207343412526998
10,0,34086210404286778587679551991518246700,0.06925125776857058
10,1,150237188118797524695449133520587081015,0.06599585676235573
10,2,163189163982314786795629246455154003450,0.0766498964190589
10,3,60005233962550498194843886507402695206,0.0648120745782776
10,4,55390527980783444860770188687449781712,0.09943770346256289
10,5,91285269798095869744243681753612623487,0.09470257472625036
10,6,239904420882677381298234815878748036644,0.07073098549866824
10,7,331937367603047698340266633627659667538,0.05534181710565256
10,8,87469719039197540821350415302978404854,0.07546611423498076
10,9,232179506706050885308066027073038090297,0.1059485054749926
10,10,67345552245211042151084355869913639947,0.041136430896715
10,11,231557116890829013636393607853507401002,0.08079313406333234
10,12,48237144464314035798930710920382636268,0.04527966854098846
10,13,193558883340395073901185503539573581562,0.07724178751109796
10,14,177388694207770565326612124863428304536,0.08907960935187925
10,15,253040997067126363373145874067097528969,0.05682154483575022
10,16,207563737543423643377870896464661499898,0.060964782480023676
10,17,306950827472714036360342061529040972945,0.173424089967446
10,18,20534573229713656443172784513253916990,0.09707013909440664
10,19,44353168306738782109493287286902148478,0.0730985498668245
10,20,132596778976746232021775327198417026380,0.063924237940219
10,21,11881446002989956707792706700632150073,0.09529446581828943
10,22,76242191098694460891303571463281033255,0.08108907960935188
10,23,253984732898792775561901535235199954265,0.10091743119266056
10,24,259767656304145742068726534710865545116,0.08937555489789879
10,25,82895575607356410918733631404663321432,0.046463450725066587
10,26,18391771573253419272355216396264873316,0.08759988162178159
10,27,295369009819229352512199265261805742,0.05978100029594555
10,28,135805269962843580204300520304205555437,0.08049718851731281
10,29,165269364861240552829857113732778084827,0.05031074282332051
10,30,260436753987694799271118347327247953822,0.08464042616158626
10,31,283121555066413136947303936394973018795,0.0766498964190589
10,32,240459096369234448790099923497680323747,0.08286475288546907
10,33,186666423141289505133163709155952121366,0.08020124297129329
10,34,31263502082638583740933209631290796224,0.10624445102101214
10,35,77767728481483125272748066023557106188,0.06717963894643386
10,36,287822347988757802721969476406816520250,0.06806747558449246
10,37,14682723536719869378875543071757163885,0.10446877774489494
10,38,89275734981243349110859157753964235190,0.11393903521751998
10,39,334654546507791424608105969465461205757,0.0923350103580941
11,0,292604246722317318335811731555924939378,0.22149559283480239
11,1,152201118712069895919732296954571972381,0.14330395223201592
11,2,73461615562152820453965642608705511201,0.1421666192777936
11,3,315092260562188856919810203250898988565,0.08729030423656525
11,4,80998055321232669165015497957616400037,0.07023030992323002
11,5,120163038044208987830040261961070627710,0.10435029854990048
11,6,140845140952412709769708417984240608037,0.07392664202445266
11,7,225915229400802274060947682896463825993,0.10008529997156668
11,8,265083788419119650948215577984498608942,0.09127096957634348
11,9,129860243175066711347828840440488971106,0.11941996019334661
11,10,202145015452913649556812078537252890354,0.15211828262723912
11,11,247396806589172214199720412819778353444,0.09923230025589991
11,12,216267533052470543816170166573771087754,0.10662496445834518
11,13,156790802854603869350817051042970386707,0.12681262439579186
11,14,26395143915239674889899532549722024494,0.11259596246801251
11,15,176743162611004317808507582080151334356,0.168040943986352
11,16,228405992333852632649926409145991341910,0.05487631504122832
11,17,281749921699440261580482600901233050094,0.1657662780779073
11,18,333661705720939161662975861965326049501,0.1265282911572363
11,19,32655336379151240376210996778353237364,0.21580892806369065
11,20,261527524926091642519257786373007885257,0.08103497298834234
11,21,260338058554198692268146590880676052389,0.07506397497867501
11,22,152214337083445079962880861941829213621,0.10548763150412283
11,23,2590850313545775252555980349178756435,0.22718225760591412
11,24,308469833187886356667597314810373429323,0.1640602786465738
11,25,275777601521978120597617146715900226379,0.18709127096957634
11,26,179785934594190328011494948205392527228,0.12340062553312482
11,27,193310602399452499634904771228875436956,0.08131930622689792
11,28,162343505460815887721013381158802164906,0.12510662496445835
11,29,103735191390694449063004462175469546674,0.09894796701734433
11,30,259944779173557312431133766279738020293,0.07136764287745237
11,31,129341344130017645444927285148735253574,0.10946829684390105
11,32,244922473165840904619294081077637780190,0.20159226613591127
11,33,23606108003229593705936035593378873258,0.06255331248222917
11,34,219285716303094071937325880466631573142,0.1970429343190219
11,35,235213746034528040342866457621467500482,0.06141597952800682
11,36,69805659607238802306449961870673438407,0.09837930054023315
11,37,148492591173520819939692779012127535685,0.11401762866079045
11,38,258157861776903179174426636118316503151,0.05004264998578334
11,39,182348716113515804067647932116744175954,0.048336650554449814
12,0,80373867366949401936642348059446194447,0.07113543091655267
12,1,68701081673557244262375477253030185873,0.2051983584131327
12,2,216002477659269207432102974252572310743,0.3006839945280438
12,3,98245456618231774336445830855430337065,0.19699042407660738
12,4,16396120597248109390213984231600156566,0.13515731874145007
12,5,311457565241114640409373800491974236776,0.1439124487004104
12,6,298189258652285013064629783830201041248,0.11682626538987688
12,7,285583933259652985230581922411904204293,0.06429548563611491
12,8,129411129237575759862056519989609914163,0.15348837209302327
12,9,79734010817535234522990293924230146496,0.06484268125854993
12,10,293093452651304166875032993644353187821,0.39589603283173735
12,11,326009959756698144565159137327328381249,0.1493844049247606
12,12,339355930017295264625181540377365567255,0.23638850889192886
12,13,309340242016151869410205785373721603510,0.1707250341997264
12,14,82413355365856863777722078605274102589,0.10971272229822161
12,15,134625652101397689039892174250125801627,0.15868673050615595
12,16,160389890552145785902189137281477594657,0.1409028727770178
12,17,180718892282126003023399526256737365589,0.12065663474692202
12,18,227286672612330631511674020853329817839,0.21477428180574556
12,19,95470045897214329334816949708802189749,0.26210670314637485
12,20,66438739203086089880084651276957753797,0.1704514363885089
12,21,100677956751229495681431780084773425191,0.0853625170998632
12,22,245565869546802631204334363664507261901,0.2558139534883721
12,23,48323321318013641043171162489537911138,0.09439124487004104
12,24,251411587366231330187660811945141322440,0.2528043775649795
12,25,332008622124613342370829320608556777112,0.10834473324213406
12,26,216883186788226480765472870308178683622,0.12667578659370726
12,27,44876657874150478661698918006868112457,0.13214774281805747
12,28,5002962433794632456710511042354902190,0.08974008207934336
12,29,258891809596488655576215491713019080347,0.17291381668946648
12,30,119590400799000204165704587859887277057,0.059917920656634746
12,31,226469432022320174435472380034584548192,0.17428180574555405
12,32,101065122307914549491527940826311364803,0.07688098495212038
12,33,107171131010126680617907783948446046544,0.11792065663474692
12,34,268345741144906252822555772426355959146,0.10615595075239398
12,35,316142088359904573627074944174582904321,0.06265389876880985
12,36,41218002931808298748246653324614950585,0.09302325581395349
12,37,217989793731983849961371016125765792047,0.09849521203830369
12,38,192351665693899271995526844547147451914,0.2913816689466484
12,39,91043039526162566859786617193671251339,0.08700410396716826
13,0,240733565249323335459726931669951829449,0.29448984972317427
13,1,271908953648043214207894813358348196219,0.2101239124703401
13,2,141422467443810670438049339508787261191,0.07118375955707883
